hr;weekdays;cnt
14;Samstag;2706
15;Samstag;2782
16;Samstag;2781
17;Samstag;2463
18;Samstag;1904
19;Samstag;1539
20;Samstag;952
21;Samstag;684
22;Samstag;746
23;Samstag;714
0;Sonntag;603
1;Sonntag;485
2;Sonntag;389
3;Sonntag;304
4;Sonntag;175
5;Sonntag;127
6;Sonntag;115
7;Sonntag;189
8;Sonntag;408
9;Sonntag;892
10;Sonntag;1410
11;Sonntag;1744
12;Sonntag;2023
13;Sonntag;2260
14;Sonntag;2549
15;Sonntag;2443
16;Sonntag;2352
17;Sonntag;2282
18;Sonntag;1887
19;Sonntag;1308
20;Sonntag;826
21;Sonntag;619
22;Sonntag;491
23;Sonntag;285
0;Montag;197
1;Montag;94
2;Montag;55
3;Montag;14
4;Montag;27
5;Montag;101
6;Montag;574
7;Montag;1999
8;Montag;3971
9;Montag;1957
10;Montag;536
11;Montag;545
12;Montag;930
13;Montag;943
14;Montag;942
15;Montag;1179
16;Montag;1386
17;Montag;3050
18;Montag;3095
19;Montag;1747
20;Montag;1002
21;Montag;686
22;Montag;485
23;Montag;296
0;Dienstag;166
1;Dienstag;120
2;Dienstag;80
3;Dienstag;52
4;Dienstag;45
5;Dienstag;89
6;Dienstag;590
7;Dienstag;1730
8;Dienstag;3952
9;Dienstag;1942
10;Dienstag;845
11;Dienstag;830
12;Dienstag;1086
13;Dienstag;878
14;Dienstag;1060
15;Dienstag;1122
16;Dienstag;1679
17;Dienstag;3465
18;Dienstag;3433
19;Dienstag;2020
20;Dienstag;1145
21;Dienstag;799
22;Dienstag;559
23;Dienstag;379
0;Mittwoch;271
1;Mittwoch;171
2;Mittwoch;63
3;Mittwoch;63
4;Mittwoch;46
5;Mittwoch;125
6;Mittwoch;636
7;Mittwoch;2226
8;Mittwoch;4176
9;Mittwoch;2079
10;Mittwoch;1050
11;Mittwoch;813
12;Mittwoch;350
13;Mittwoch;258
14;Mittwoch;228
15;Mittwoch;253
16;Mittwoch;434
17;Mittwoch;967
18;Mittwoch;1032
19;Mittwoch;1084
20;Mittwoch;824
21;Mittwoch;628
22;Mittwoch;484
23;Mittwoch;392
0;Donnerstag;146
1;Donnerstag;89
2;Donnerstag;58
3;Donnerstag;39
4;Donnerstag;49
5;Donnerstag;115
6;Donnerstag;660
7;Donnerstag;2200
8;Donnerstag;4413
9;Donnerstag;2115
10;Donnerstag;1055
11;Donnerstag;1022
12;Donnerstag;1344
13;Donnerstag;1402
14;Donnerstag;1332
15;Donnerstag;1448
16;Donnerstag;1948
17;Donnerstag;3671
18;Donnerstag;3526
19;Donnerstag;2053
20;Donnerstag;1235
21;Donnerstag;850
22;Donnerstag;720
23;Donnerstag;585
0;Freitag;328
1;Freitag;199
2;Freitag;150
3;Freitag;76
4;Freitag;76
5;Freitag;140
6;Freitag;606
7;Freitag;2087
8;Freitag;4009
9;Freitag;2161
10;Freitag;1135
11;Freitag;1152
12;Freitag;1135
13;Freitag;966
14;Freitag;960
15;Freitag;1407
16;Freitag;2098
17;Freitag;3379
18;Freitag;3005
19;Freitag;1699
20;Freitag;869
21;Freitag;644
22;Freitag;818
23;Freitag;730
0;Samstag;626
1;Samstag;495
2;Samstag;343
3;Samstag;220
4;Samstag;157
5;Samstag;114
6;Samstag;153
7;Samstag;284
8;Samstag;597
9;Samstag;1075
11;Samstag;2299
12;Samstag;2808
13;Samstag;3015
14;Samstag;3151
15;Samstag;3286
16;Samstag;3147
17;Samstag;2817
18;Samstag;2368
19;Samstag;1707
20;Samstag;957
21;Samstag;790
22;Samstag;722
23;Samstag;695
0;Sonntag;710
1;Sonntag;617
2;Sonntag;402
3;Sonntag;311
4;Sonntag;160
5;Sonntag;117
6;Sonntag;132
7;Sonntag;213
8;Sonntag;497
9;Sonntag;975
10;Sonntag;1811
11;Sonntag;2435
12;Sonntag;2857
13;Sonntag;2917
14;Sonntag;3026
15;Sonntag;2960
16;Sonntag;2929
17;Sonntag;2507
18;Sonntag;1930
19;Sonntag;1272
20;Sonntag;819
21;Sonntag;689
22;Sonntag;487
23;Sonntag;368
0;Montag;241
1;Montag;146
2;Montag;75
3;Montag;47
4;Montag;56
5;Montag;125
6;Montag;663
7;Montag;2324
8;Montag;4388
9;Montag;2033
10;Montag;1037
11;Montag;1090
12;Montag;1097
13;Montag;939
14;Montag;532
15;Montag;370
16;Montag;575
17;Montag;2184
18;Montag;1910
19;Montag;1528
20;Montag;931
21;Montag;620
22;Montag;455
23;Montag;310
0;Dienstag;187
1;Dienstag;109
2;Dienstag;82
3;Dienstag;65
4;Dienstag;48
5;Dienstag;46
6;Dienstag;357
7;Dienstag;1396
8;Dienstag;1587
9;Dienstag;714
10;Dienstag;464
11;Dienstag;437
12;Dienstag;655
13;Dienstag;814
14;Dienstag;848
15;Dienstag;1045
16;Dienstag;1735
17;Dienstag;2595
18;Dienstag;3002
19;Dienstag;1741
20;Dienstag;986
21;Dienstag;672
22;Dienstag;520
23;Dienstag;329
0;Mittwoch;168
1;Mittwoch;110
2;Mittwoch;70
3;Mittwoch;46
4;Mittwoch;41
5;Mittwoch;102
6;Mittwoch;650
7;Mittwoch;2343
8;Mittwoch;4553
9;Mittwoch;2371
10;Mittwoch;1196
11;Mittwoch;1273
12;Mittwoch;1585
13;Mittwoch;1611
14;Mittwoch;1429
15;Mittwoch;1507
16;Mittwoch;2121
17;Mittwoch;3632
18;Mittwoch;3842
19;Mittwoch;2027
20;Mittwoch;1156
21;Mittwoch;874
22;Mittwoch;758
23;Mittwoch;512
0;Donnerstag;279
1;Donnerstag;125
2;Donnerstag;81
3;Donnerstag;46
4;Donnerstag;44
5;Donnerstag;121
6;Donnerstag;527
7;Donnerstag;1289
8;Donnerstag;2786
9;Donnerstag;1977
10;Donnerstag;1125
11;Donnerstag;1136
12;Donnerstag;1478
13;Donnerstag;1507
14;Donnerstag;1505
15;Donnerstag;1297
16;Donnerstag;1883
17;Donnerstag;3732
18;Donnerstag;3472
19;Donnerstag;1855
20;Donnerstag;1063
21;Donnerstag;792
22;Donnerstag;742
23;Donnerstag;534
0;Freitag;326
1;Freitag;191
2;Freitag;170
3;Freitag;109
4;Freitag;89
5;Freitag;135
6;Freitag;581
7;Freitag;2060
8;Freitag;4214
9;Freitag;2388
10;Freitag;1302
11;Freitag;1351
12;Freitag;1670
13;Freitag;1731
14;Freitag;1713
15;Freitag;1907
16;Freitag;2409
17;Freitag;3767
18;Freitag;3244
19;Freitag;1853
20;Freitag;1232
21;Freitag;916
22;Freitag;703
23;Freitag;722
0;Samstag;616
1;Samstag;418
2;Samstag;361
3;Samstag;204
4;Samstag;133
5;Samstag;106
6;Samstag;166
7;Samstag;295
8;Samstag;617
9;Samstag;1175
10;Samstag;1751
11;Samstag;2272
12;Samstag;2798
13;Samstag;2935
14;Samstag;3086
15;Samstag;2988
16;Samstag;3054
17;Samstag;2687
18;Samstag;2346
19;Samstag;1649
20;Samstag;860
21;Samstag;598
22;Samstag;750
23;Samstag;771
0;Sonntag;745
1;Sonntag;632
2;Sonntag;435
3;Sonntag;310
4;Sonntag;155
5;Sonntag;114
6;Sonntag;137
7;Sonntag;208
8;Sonntag;409
9;Sonntag;908
10;Sonntag;1657
11;Sonntag;2085
12;Sonntag;2544
13;Sonntag;2765
14;Sonntag;2820
15;Sonntag;2866
16;Sonntag;2840
17;Sonntag;2518
18;Sonntag;2164
19;Sonntag;1252
20;Sonntag;856
21;Sonntag;605
22;Sonntag;455
23;Sonntag;337
0;Montag;240
1;Montag;107
2;Montag;99
3;Montag;76
4;Montag;67
5;Montag;131
6;Montag;637
7;Montag;2124
8;Montag;4498
9;Montag;2288
10;Montag;1156
11;Montag;1076
12;Montag;1335
13;Montag;1446
14;Montag;1351
15;Montag;1552
16;Montag;2190
17;Montag;4090
18;Montag;3955
19;Montag;2035
20;Montag;1130
21;Montag;693
22;Montag;530
23;Montag;332
0;Dienstag;209
1;Dienstag;126
2;Dienstag;83
3;Dienstag;46
4;Dienstag;48
5;Dienstag;114
6;Dienstag;716
7;Dienstag;2508
8;Dienstag;4798
9;Dienstag;2316
10;Dienstag;1208
11;Dienstag;1182
12;Dienstag;1409
13;Dienstag;1528
14;Dienstag;1490
15;Dienstag;1631
16;Dienstag;2173
17;Dienstag;3966
18;Dienstag;3862
19;Dienstag;1979
20;Dienstag;1161
21;Dienstag;833
22;Dienstag;640
23;Dienstag;410
0;Mittwoch;212
1;Mittwoch;128
2;Mittwoch;63
3;Mittwoch;60
4;Mittwoch;46
5;Mittwoch;126
6;Mittwoch;684
7;Mittwoch;2447
8;Mittwoch;4833
9;Mittwoch;2361
10;Mittwoch;1212
11;Mittwoch;1126
12;Mittwoch;1554
13;Mittwoch;1534
14;Mittwoch;1373
15;Mittwoch;1717
16;Mittwoch;2097
17;Mittwoch;4100
18;Mittwoch;3930
19;Mittwoch;2045
20;Mittwoch;1206
21;Mittwoch;915
22;Mittwoch;698
23;Mittwoch;474
0;Donnerstag;250
1;Donnerstag;162
2;Donnerstag;90
3;Donnerstag;65
4;Donnerstag;54
5;Donnerstag;130
6;Donnerstag;678
7;Donnerstag;2380
8;Donnerstag;4718
9;Donnerstag;2430
10;Donnerstag;1155
11;Donnerstag;1207
12;Donnerstag;1514
13;Donnerstag;1599
14;Donnerstag;1523
15;Donnerstag;1634
16;Donnerstag;2190
17;Donnerstag;3905
18;Donnerstag;3536
19;Donnerstag;1931
20;Donnerstag;1219
21;Donnerstag;899
22;Donnerstag;710
23;Donnerstag;583
0;Freitag;346
1;Freitag;200
2;Freitag;152
3;Freitag;91
4;Freitag;50
5;Freitag;132
6;Freitag;576
7;Freitag;2111
8;Freitag;4470
9;Freitag;2799
10;Freitag;1333
11;Freitag;1308
12;Freitag;1741
13;Freitag;1785
14;Freitag;1702
15;Freitag;1918
16;Freitag;2445
17;Freitag;3952
18;Freitag;3282
19;Freitag;1864
20;Freitag;1034
21;Freitag;797
22;Freitag;725
23;Freitag;690
0;Samstag;507
1;Samstag;430
2;Samstag;320
3;Samstag;237
4;Samstag;171
5;Samstag;101
6;Samstag;104
7;Samstag;317
8;Samstag;619
9;Samstag;1087
10;Samstag;1499
11;Samstag;1927
12;Samstag;2239
13;Samstag;2571
14;Samstag;2569
15;Samstag;2725
16;Samstag;2667
17;Samstag;2457
18;Samstag;2002
19;Samstag;1472
20;Samstag;801
21;Samstag;598
22;Samstag;832
23;Samstag;704
0;Sonntag;680
1;Sonntag;609
2;Sonntag;430
3;Sonntag;240
4;Sonntag;147
5;Sonntag;135
6;Sonntag;130
7;Sonntag;183
8;Sonntag;393
9;Sonntag;901
10;Sonntag;1564
11;Sonntag;2369
12;Sonntag;2716
13;Sonntag;2964
14;Sonntag;3011
15;Sonntag;3001
16;Sonntag;2798
17;Sonntag;2346
18;Sonntag;1985
19;Sonntag;1134
20;Sonntag;742
21;Sonntag;578
22;Sonntag;474
23;Sonntag;354
0;Montag;179
1;Montag;142
2;Montag;80
3;Montag;45
4;Montag;52
5;Montag;130
6;Montag;601
7;Montag;2117
8;Montag;4334
9;Montag;2088
10;Montag;658
11;Montag;527
12;Montag;676
13;Montag;618
14;Montag;493
15;Montag;729
16;Montag;1234
17;Montag;1923
18;Montag;1908
19;Montag;1005
20;Montag;531
21;Montag;319
22;Montag;198
23;Montag;154
0;Dienstag;101
1;Dienstag;70
2;Dienstag;57
3;Dienstag;41
4;Dienstag;35
5;Dienstag;122
6;Dienstag;659
7;Dienstag;2182
8;Dienstag;4325
9;Dienstag;1794
10;Dienstag;468
11;Dienstag;686
12;Dienstag;986
13;Dienstag;1159
14;Dienstag;1111
15;Dienstag;1237
16;Dienstag;1881
17;Dienstag;2355
18;Dienstag;2590
19;Dienstag;1576
20;Dienstag;985
21;Dienstag;705
22;Dienstag;478
23;Dienstag;289
0;Mittwoch;154
1;Mittwoch;96
2;Mittwoch;78
3;Mittwoch;37
4;Mittwoch;31
5;Mittwoch;117
6;Mittwoch;713
7;Mittwoch;2288
8;Mittwoch;4411
9;Mittwoch;2073
10;Mittwoch;846
11;Mittwoch;843
12;Mittwoch;1100
13;Mittwoch;1008
14;Mittwoch;601
15;Mittwoch;1029
16;Mittwoch;1566
17;Mittwoch;3288
18;Mittwoch;3349
19;Mittwoch;1889
20;Mittwoch;1140
21;Mittwoch;867
22;Mittwoch;707
23;Mittwoch;398
0;Donnerstag;245
1;Donnerstag;162
2;Donnerstag;109
3;Donnerstag;44
4;Donnerstag;44
5;Donnerstag;124
6;Donnerstag;646
7;Donnerstag;2295
8;Donnerstag;4684
9;Donnerstag;2430
10;Donnerstag;1183
11;Donnerstag;1147
12;Donnerstag;1538
13;Donnerstag;1526
14;Donnerstag;1421
15;Donnerstag;1421
16;Donnerstag;1877
17;Donnerstag;3664
18;Donnerstag;3538
19;Donnerstag;2001
20;Donnerstag;1306
21;Donnerstag;916
22;Donnerstag;783
23;Donnerstag;572
0;Freitag;311
1;Freitag;204
2;Freitag;145
3;Freitag;105
4;Freitag;71
5;Freitag;140
6;Freitag;554
8;Freitag;4360
9;Freitag;2383
10;Freitag;1333
11;Freitag;1333
12;Freitag;1641
13;Freitag;1842
14;Freitag;1681
15;Freitag;1755
16;Freitag;2389
17;Freitag;3744
18;Freitag;3121
19;Freitag;1763
20;Freitag;1055
21;Freitag;742
22;Freitag;660
23;Freitag;674
0;Samstag;627
1;Samstag;476
2;Samstag;333
3;Samstag;246
4;Samstag;155
5;Samstag;99
6;Samstag;159
7;Samstag;282
8;Samstag;575
9;Samstag;1165
10;Samstag;1728
11;Samstag;2222
12;Samstag;2476
13;Samstag;2557
14;Samstag;2453
15;Samstag;2486
16;Samstag;2805
17;Samstag;2262
18;Samstag;1705
19;Samstag;1355
20;Samstag;991
21;Samstag;815
22;Samstag;752
23;Samstag;692
0;Sonntag;641
1;Sonntag;574
2;Sonntag;421
3;Sonntag;310
4;Sonntag;183
5;Sonntag;125
6;Sonntag;158
7;Sonntag;281
8;Sonntag;435
9;Sonntag;892
10;Sonntag;1458
11;Sonntag;1935
12;Sonntag;2469
13;Sonntag;2770
14;Sonntag;2720
15;Sonntag;2853
16;Sonntag;2667
17;Sonntag;2157
18;Sonntag;1661
19;Sonntag;1055
20;Sonntag;682
21;Sonntag;561
22;Sonntag;457
23;Sonntag;331
0;Montag;161
1;Montag;118
2;Montag;64
3;Montag;63
4;Montag;47
5;Montag;118
6;Montag;630
7;Montag;2101
8;Montag;4547
9;Montag;2252
10;Montag;1072
11;Montag;1020
12;Montag;1342
13;Montag;1279
14;Montag;1210
15;Montag;1337
16;Montag;1852
17;Montag;3800
18;Montag;3631
19;Montag;1823
20;Montag;1175
21;Montag;803
22;Montag;540
23;Montag;307
0;Dienstag;226
1;Dienstag;83
2;Dienstag;63
3;Dienstag;36
4;Dienstag;42
5;Dienstag;142
6;Dienstag;702
7;Dienstag;2377
8;Dienstag;4890
9;Dienstag;2327
10;Dienstag;1126
11;Dienstag;958
12;Dienstag;1264
13;Dienstag;1290
14;Dienstag;1199
15;Dienstag;1222
16;Dienstag;1806
23;Dienstag;361
0;Mittwoch;186
1;Mittwoch;130
2;Mittwoch;69
3;Mittwoch;33
4;Mittwoch;37
5;Mittwoch;124
6;Mittwoch;684
7;Mittwoch;2229
8;Mittwoch;4727
9;Mittwoch;2248
10;Mittwoch;1149
11;Mittwoch;1026
12;Mittwoch;1327
13;Mittwoch;1309
14;Mittwoch;1216
15;Mittwoch;1159
16;Mittwoch;1783
17;Mittwoch;3280
18;Mittwoch;3015
19;Mittwoch;1849
20;Mittwoch;1190
21;Mittwoch;773
22;Mittwoch;615
23;Mittwoch;421
0;Donnerstag;240
1;Donnerstag;142
2;Donnerstag;93
3;Donnerstag;47
4;Donnerstag;52
5;Donnerstag;121
6;Donnerstag;667
7;Donnerstag;2228
8;Donnerstag;4546
9;Donnerstag;2254
10;Donnerstag;1083
11;Donnerstag;962
12;Donnerstag;1242
13;Donnerstag;1257
14;Donnerstag;1210
15;Donnerstag;1354
16;Donnerstag;1925
17;Donnerstag;3438
18;Donnerstag;3105
19;Donnerstag;1783
20;Donnerstag;1168
21;Donnerstag;819
22;Donnerstag;619
23;Donnerstag;519
0;Freitag;296
1;Freitag;220
2;Freitag;105
3;Freitag;68
4;Freitag;62
5;Freitag;135
6;Freitag;560
7;Freitag;1894
8;Freitag;4168
9;Freitag;2200
10;Freitag;1092
11;Freitag;1088
12;Freitag;1405
13;Freitag;1461
14;Freitag;1304
15;Freitag;1492
16;Freitag;2007
17;Freitag;3368
18;Freitag;2663
19;Freitag;1506
20;Freitag;986
21;Freitag;773
22;Freitag;650
23;Freitag;572
0;Samstag;542
1;Samstag;412
2;Samstag;311
3;Samstag;258
4;Samstag;155
5;Samstag;123
6;Samstag;129
7;Samstag;243
8;Samstag;520
9;Samstag;987
10;Samstag;1390
11;Samstag;1720
12;Samstag;2040
13;Samstag;2117
14;Samstag;2052
15;Samstag;2113
16;Samstag;2058
17;Samstag;1838
18;Samstag;1590
19;Samstag;1138
20;Samstag;806
21;Samstag;583
22;Samstag;650
23;Samstag;552
0;Sonntag;573
1;Sonntag;472
2;Sonntag;391
3;Sonntag;269
4;Sonntag;169
5;Sonntag;141
6;Sonntag;139
7;Sonntag;228
8;Sonntag;375
9;Sonntag;818
10;Sonntag;1325
11;Sonntag;1838
12;Sonntag;2251
13;Sonntag;2079
14;Sonntag;2090
15;Sonntag;2248
16;Sonntag;1985
17;Sonntag;1550
18;Sonntag;1305
19;Sonntag;820
20;Sonntag;716
21;Sonntag;524
22;Sonntag;450
23;Sonntag;314
0;Montag;186
1;Montag;129
2;Montag;99
3;Montag;51
4;Montag;62
5;Montag;127
6;Montag;603
7;Montag;2059
8;Montag;4275
9;Montag;2205
10;Montag;953
11;Montag;922
12;Montag;1154
13;Montag;1185
14;Montag;1173
15;Montag;1337
16;Montag;1743
17;Montag;3719
18;Montag;3330
19;Montag;1898
20;Montag;1135
21;Montag;784
22;Montag;478
23;Montag;345
0;Dienstag;176
1;Dienstag;107
2;Dienstag;74
3;Dienstag;47
4;Dienstag;36
5;Dienstag;121
6;Dienstag;677
7;Dienstag;2398
8;Dienstag;4699
9;Dienstag;2287
10;Dienstag;1146
11;Dienstag;966
12;Dienstag;1282
13;Dienstag;1362
14;Dienstag;1373
15;Dienstag;1437
16;Dienstag;2089
17;Dienstag;3818
18;Dienstag;3490
19;Dienstag;1937
20;Dienstag;1234
21;Dienstag;845
22;Dienstag;701
23;Dienstag;416
0;Mittwoch;191
1;Mittwoch;114
2;Mittwoch;53
3;Mittwoch;33
4;Mittwoch;37
5;Mittwoch;93
6;Mittwoch;352
7;Mittwoch;1430
8;Mittwoch;2139
9;Mittwoch;792
10;Mittwoch;317
11;Mittwoch;298
12;Mittwoch;391
13;Mittwoch;440
14;Mittwoch;537
15;Mittwoch;745
16;Mittwoch;1282
17;Mittwoch;2775
18;Mittwoch;2704
19;Mittwoch;1541
20;Mittwoch;982
21;Mittwoch;706
22;Mittwoch;592
23;Mittwoch;378
0;Donnerstag;194
1;Donnerstag;128
2;Donnerstag;68
3;Donnerstag;55
4;Donnerstag;51
5;Donnerstag;125
6;Donnerstag;612
7;Donnerstag;2154
8;Donnerstag;4461
9;Donnerstag;2256
10;Donnerstag;1039
11;Donnerstag;976
12;Donnerstag;1269
13;Donnerstag;1285
14;Donnerstag;1226
15;Donnerstag;1343
16;Donnerstag;1916
17;Donnerstag;3314
18;Donnerstag;3003
19;Donnerstag;1801
20;Donnerstag;1078
21;Donnerstag;826
22;Donnerstag;666
23;Donnerstag;480
0;Freitag;322
1;Freitag;219
2;Freitag;107
3;Freitag;84
4;Freitag;53
5;Freitag;124
6;Freitag;603
7;Freitag;1817
8;Freitag;4153
9;Freitag;2244
10;Freitag;1131
11;Freitag;1159
12;Freitag;1479
13;Freitag;1416
14;Freitag;1324
15;Freitag;1543
16;Freitag;2027
17;Freitag;3280
18;Freitag;2605
19;Freitag;1535
20;Freitag;998
21;Freitag;762
22;Freitag;653
23;Freitag;635
0;Samstag;524
1;Samstag;431
2;Samstag;370
3;Samstag;241
4;Samstag;173
5;Samstag;107
6;Samstag;150
7;Samstag;242
8;Samstag;505
9;Samstag;975
10;Samstag;1234
11;Samstag;1653
12;Samstag;1747
13;Samstag;1368
14;Samstag;1095
15;Samstag;1453
16;Samstag;1104
17;Samstag;776
18;Samstag;456
19;Samstag;591
20;Samstag;483
21;Samstag;381
22;Samstag;394
23;Samstag;423
0;Sonntag;432
1;Sonntag;641
2;Sonntag;212
3;Sonntag;178
4;Sonntag;91
5;Sonntag;84
6;Sonntag;97
7;Sonntag;216
8;Sonntag;394
9;Sonntag;993
10;Sonntag;1657
11;Sonntag;2061
12;Sonntag;2442
13;Sonntag;2493
14;Sonntag;2289
15;Sonntag;2363
16;Sonntag;1892
17;Sonntag;1235
18;Sonntag;1137
19;Sonntag;724
20;Sonntag;609
21;Sonntag;484
22;Sonntag;409
0;Montag;179
1;Montag;117
2;Montag;70
3;Montag;42
4;Montag;43
5;Montag;121
6;Montag;642
7;Montag;2063
8;Montag;4133
9;Montag;1991
10;Montag;1086
11;Montag;1112
12;Montag;1393
13;Montag;1430
14;Montag;1396
15;Montag;1570
16;Montag;1874
17;Montag;3277
18;Montag;3178
19;Montag;1813
20;Montag;1062
21;Montag;788
22;Montag;565
23;Montag;419
0;Dienstag;242
1;Dienstag;113
2;Dienstag;126
3;Dienstag;37
4;Dienstag;59
5;Dienstag;127
6;Dienstag;698
7;Dienstag;2355
8;Dienstag;4463
9;Dienstag;1980
10;Dienstag;1109
11;Dienstag;1216
12;Dienstag;1505
13;Dienstag;1612
14;Dienstag;1481
15;Dienstag;1589
16;Dienstag;1990
17;Dienstag;3352
18;Dienstag;3285
19;Dienstag;1896
20;Dienstag;1209
21;Dienstag;905
22;Dienstag;658
23;Dienstag;429
0;Mittwoch;217
1;Mittwoch;124
2;Mittwoch;73
3;Mittwoch;66
4;Mittwoch;44
5;Mittwoch;65
6;Mittwoch;243
7;Mittwoch;742
8;Mittwoch;1775
9;Mittwoch;1256
10;Mittwoch;872
11;Mittwoch;906
12;Mittwoch;1217
13;Mittwoch;1299
14;Mittwoch;1221
15;Mittwoch;1384
16;Mittwoch;1920
17;Mittwoch;3033
18;Mittwoch;2890
19;Mittwoch;1638
20;Mittwoch;1074
21;Mittwoch;842
22;Mittwoch;555
23;Mittwoch;425
0;Donnerstag;238
1;Donnerstag;157
2;Donnerstag;111
3;Donnerstag;81
4;Donnerstag;57
5;Donnerstag;112
6;Donnerstag;643
7;Donnerstag;2090
8;Donnerstag;4339
9;Donnerstag;2144
10;Donnerstag;1180
11;Donnerstag;1096
12;Donnerstag;1263
13;Donnerstag;1276
14;Donnerstag;1194
15;Donnerstag;1308
16;Donnerstag;1626
17;Donnerstag;2822
18;Donnerstag;2197
19;Donnerstag;1295
20;Donnerstag;737
21;Donnerstag;596
22;Donnerstag;384
23;Donnerstag;393
0;Freitag;254
1;Freitag;182
2;Freitag;100
3;Freitag;107
4;Freitag;72
5;Freitag;111
6;Freitag;451
7;Freitag;1005
8;Freitag;1965
9;Freitag;1068
10;Freitag;860
11;Freitag;949
12;Freitag;1315
13;Freitag;1511
14;Freitag;1403
15;Freitag;1390
16;Freitag;1825
17;Freitag;2768
18;Freitag;2242
19;Freitag;1467
20;Freitag;885
21;Freitag;724
22;Freitag;671
23;Freitag;645
0;Samstag;541
1;Samstag;463
2;Samstag;299
3;Samstag;230
4;Samstag;161
5;Samstag;112
6;Samstag;151
7;Samstag;278
8;Samstag;521
9;Samstag;1032
10;Samstag;1480
11;Samstag;2115
12;Samstag;2568
13;Samstag;2779
14;Samstag;2888
15;Samstag;3029
16;Samstag;2122
17;Samstag;1373
18;Samstag;1458
19;Samstag;1129
20;Samstag;864
21;Samstag;647
22;Samstag;644
23;Samstag;580
0;Sonntag;635
1;Sonntag;669
2;Sonntag;684
3;Sonntag;510
4;Sonntag;272
5;Sonntag;184
6;Sonntag;153
7;Sonntag;164
8;Sonntag;297
9;Sonntag;752
10;Sonntag;1220
11;Sonntag;1584
12;Sonntag;1970
13;Sonntag;2322
14;Sonntag;2341
15;Sonntag;2499
16;Sonntag;2099
17;Sonntag;1256
18;Sonntag;940
19;Sonntag;766
20;Sonntag;525
21;Sonntag;390
22;Sonntag;320
23;Sonntag;296
0;Montag;163
1;Montag;107
2;Montag;48
3;Montag;32
4;Montag;46
5;Montag;110
6;Montag;559
7;Montag;1982
8;Montag;4109
9;Montag;2036
10;Montag;961
11;Montag;855
12;Montag;1133
13;Montag;1175
14;Montag;1082
15;Montag;1256
16;Montag;1717
17;Montag;3294
18;Montag;3071
19;Montag;1733
20;Montag;981
21;Montag;711
22;Montag;523
23;Montag;349
0;Dienstag;152
1;Dienstag;102
2;Dienstag;65
3;Dienstag;28
4;Dienstag;52
5;Dienstag;137
6;Dienstag;711
7;Dienstag;2486
8;Dienstag;4742
9;Dienstag;2125
10;Dienstag;1079
11;Dienstag;984
12;Dienstag;1132
13;Dienstag;1192
14;Dienstag;1016
15;Dienstag;1203
16;Dienstag;1802
17;Dienstag;3357
18;Dienstag;3326
19;Dienstag;1940
20;Dienstag;1135
21;Dienstag;841
22;Dienstag;687
23;Dienstag;416
0;Mittwoch;242
1;Mittwoch;125
2;Mittwoch;62
3;Mittwoch;24
4;Mittwoch;39
5;Mittwoch;81
6;Mittwoch;336
7;Mittwoch;989
8;Mittwoch;2086
9;Mittwoch;1446
10;Mittwoch;808
11;Mittwoch;708
12;Mittwoch;1052
13;Mittwoch;990
14;Mittwoch;957
15;Mittwoch;1155
16;Mittwoch;1654
17;Mittwoch;3143
18;Mittwoch;2968
19;Mittwoch;1782
20;Mittwoch;995
21;Mittwoch;752
22;Mittwoch;602
23;Mittwoch;466
0;Donnerstag;242
1;Donnerstag;133
2;Donnerstag;56
3;Donnerstag;35
4;Donnerstag;48
5;Donnerstag;104
6;Donnerstag;608
7;Donnerstag;2105
8;Donnerstag;4366
9;Donnerstag;2105
10;Donnerstag;914
11;Donnerstag;857
12;Donnerstag;1076
13;Donnerstag;1132
14;Donnerstag;659
15;Donnerstag;607
16;Donnerstag;745
17;Donnerstag;2023
18;Donnerstag;2361
19;Donnerstag;1441
20;Donnerstag;1002
21;Donnerstag;756
22;Donnerstag;629
23;Donnerstag;499
0;Freitag;305
1;Freitag;170
2;Freitag;107
3;Freitag;71
4;Freitag;55
5;Freitag;148
6;Freitag;563
7;Freitag;1975
8;Freitag;3916
9;Freitag;1439
10;Freitag;547
11;Freitag;571
12;Freitag;1056
13;Freitag;1076
14;Freitag;991
15;Freitag;1162
16;Freitag;1735
17;Freitag;2862
18;Freitag;2372
19;Freitag;1399
20;Freitag;936
21;Freitag;718
22;Freitag;646
23;Freitag;611
0;Samstag;541
1;Samstag;428
2;Samstag;345
3;Samstag;216
4;Samstag;105
5;Samstag;69
6;Samstag;128
7;Samstag;222
8;Samstag;408
9;Samstag;558
10;Samstag;639
11;Samstag;485
12;Samstag;491
13;Samstag;824
14;Samstag;884
15;Samstag;1111
16;Samstag;1331
17;Samstag;1242
18;Samstag;1159
19;Samstag;997
20;Samstag;842
21;Samstag;661
22;Samstag;582
23;Samstag;613
0;Sonntag;582
1;Sonntag;469
2;Sonntag;348
3;Sonntag;263
4;Sonntag;166
5;Sonntag;107
